01_vazov_107|Той биде предаден,
01_vazov_108|и от един поп!
01_vazov_109|Тоя мръсен червяк,
01_vazov_110|тоя низък роб,
01_vazov_111|тоз позор за Бога, туй пятно на храма
01_vazov_112|Дякона погуби чрез черна измама!
01_vazov_113|Тоз човек безстиден със ниско чело,
01_vazov_114|пратен на земята не се знай защо,
01_vazov_115|тоз издайник грозен и божий служител,
01_vazov_116|който тая титла без срам бе похитил,
01_vazov_117|на кого устата, пълни с яд и злост, изрекоха подло: „Фанете тогоз!“
01_vazov_118|На кого ръката не благословия, а издайство сърши, и гръм не строши я,
01_vazov_119|и чието име не ще спомена
01_vazov_120|от страх мойта песен да не оскверна,
01_vazov_121|и кого родила една майка луда,
01_vazov_122|който равен в адът има само Юда
01_vazov_123|фърли в плач и жалост цял народ тогаз!
01_vazov_124|И тоз човек йоще живей между нас!
01_vazov_125|Окован и кървав,
01_vazov_126|във тъмница ръгнат,
01_vazov_127|Апостолът беше на мъки подвъргнат ужасни..
01_vazov_128|Напразно!
01_vazov_129|Те нямаха власт над таз душа яка.
01_vazov_130|Ни вопъл, ни глас,
01_vazov_131|ни молба, ни клетва, ни болно стенанье не издаде в мрака туй гордо страданье!
01_vazov_132|Смъртта беше близко,
01_vazov_133|но страхът далеч.
01_vazov_134|И той не пошушна предателска реч.
01_vazov_135|И на вси въпроси — грозно изпитанье — един ответ даде и едно мълчанье
01_vazov_136|и казваше:
01_vazov_137|„Аз съм Левски!
01_vazov_138|Ей ме на!“
01_vazov_139|И никое име той не спомена.
01_vazov_140|Но тиранът люти да убий духът
01_vazov_141|една заран Левски осъди на смърт!
01_vazov_142|Царете, тълпата,
01_vazov_143|мръсните тирани
01_vazov_144|да могат задуши гордото съзнанье,
01_vazov_145|гласът, който вика, мисълта, що грей,
01_vazov_146|истината вечна, що вечно живей,
01_vazov_147|измислиха всякой по една секира да уморят всичко, дето не умира:
01_vazov_148|зарад Прометея стръмната скала,
01_vazov_149|ядът за Сократа с клеветата зла,
01_vazov_150|синджир за Коломба, кладата за Хуса,
01_vazov_151|кръста на Голгота за кроткий Исуса —
01_vazov_152|и по тоя начин най-грозний конец в бъдещето става най-сяен венец.
01_vazov_153|Той биде обесен.
01_vazov_154|О, бесило славно!
01_vazov_155|По срам и по блясък ти си с кръста равно!
01_vazov_156|Под теб ний видяхме, уви, да висят много скъпи жъртви и да се тресят
01_vazov_157|и вятърът южни с тях да си играе,
01_vazov_158|и тиранът весел с тях да се ругае.
01_vazov_159|О, бесило славно! Теб те освети смъртта на геройте. Свещено си ти.
01_vazov_160|Ти белег си страшен и знак за свобода,за коя под тебе гинеше народа,
01_vazov_161|и лъвът,
01_vazov_162|и храбрий:
01_vazov_163|и смъртта до днес под тебе, бесило, правеше ни чест.
01_vazov_164|Защото подлецът,
01_vazov_165|шпионът, мръсникът
01_vazov_166|в ония дни мрачни, що „робство“ се викат,
01_vazov_167|умираха мирни на свойто легло
01_vazov_168|с продадена съвест,
01_vazov_169|с позор на чело,
01_vazov_170|и смъртта на тебе, о, бесилко свята, бе не срам, 
01_vazov_171|а слава нова на земята
01_vazov_172|и връх, от където виждаше духът
01_vazov_173|към безсмъртието
01_vazov_174|по-прекия път!
01_vazov_175|Край на Одата Левски
