03_vazov_094|обвита във пущек, окъпана в кръв;
03_vazov_095|защото ти — сетня — пример даде пръв
03_vazov_096|как мре народа и не моли бога,
03_vazov_097|и не рече: Милост!
03_vazov_098|— в общата тревога;
03_vazov_099|и — нищожна, тъмна, без крепост, без мощ
03_vazov_100|и със голи ръце,
03_vazov_101|и без никой вожд,
03_vazov_102|без минало славно, без примери славни, що малките правят с великите равни,
03_vazov_103|ти с твойта смърт страшна и храбри моми
03_vazov_104|Картаген надмина, Спарта засрами.
03_vazov_105|Но войската скоро храмът окръжава,
03_vazov_106|отвсякъде ужас и смърт приближава.
03_vazov_107|и сганта, упита от лакома стръв,
03_vazov_108|и гладна за блудство,
03_vazov_109|за месо и кръв
03_vazov_110|изскърца със зъби.
03_vazov_111|Бомбите трещяха и момите красни с децата пишяха.
03_vazov_112|Слисаните майки с поглед страховит
03_vazov_113|блъскаха глави си о голия зид
03_vazov_114|и падаха,
03_vazov_115|други — с настръхнали власи във свойте колене душаха деца си.
03_vazov_116|Във тоя миг Кочо — простият чизмар,
03_vazov_117|наранен отслабнал и бунтовник стар,
03_vazov_118|повика жена си — млада хубавица, на гърди с детенце със златна косица
03_vazov_119|и рече:
03_vazov_120|„Невасто Виж, настая сеч
03_vazov_121|и по-лошо нещо…
03_vazov_122|Ти разбираш веч…
03_vazov_123|Искаш ли да умреш?“
03_vazov_124|— И клетата майка бледна, луда, няма и без да завайка,
03_vazov_125|сложи се детето с трептящи ръце
03_vazov_126|и кат го цалуна в бялото чебце,
03_vazov_127|задтана и рече:
03_vazov_128|„То да е отзади!
03_vazov_129|Удряй!“…
03_vazov_130|И Кочо ножът си извади кървав из гърди й;
03_vazov_131|и чучур червен бликна и затече,
03_vazov_132|и Кочо втрещен погледна детето.
03_vazov_133|То плачеше, клето!
03_vazov_134|„Майка ти не ще и сама на небето!“
03_vazov_135|Рече и замахна като в някой сън
03_vazov_136|и възви глава си, пламнала в огън.
03_vazov_137|Главицата падна, трупът се затресе
03_vazov_138|и кръвта детинска с майчинта се смеси.
03_vazov_139|И Кочо пак рече:
03_vazov_140|„Не остана мощ, но за един удар имам сила йощ!“
03_vazov_141|И ножът димещи опря с две ръце
03_vazov_142|право дето тупа негово сърце.
03_vazov_143|И падна обагрен, грозен, страховит
03_vazov_144|с отворени очи и със нож забит.
03_vazov_145|И храмът ехтеше от моми, невести,
03_vazov_146|кат падаха в кръвье или в безчестье!
03_vazov_147|И господ от свода, през гъстия дим,
03_vazov_148|гледаше на всичко
03_vazov_149|тих, невъзмутим!…
03_vazov_150|Край на одата „Кочо“.
